Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
538057,Goldman Sachs Mutual Fund,CPSEETF,CPSE ETF,Active,A ,10.00,INF457M01133, ,Equity,-,-,-,-,
538566,APOLLO TRICOAT TUBES LIMITED,APOLLOTRI,Apollo Tricoat Tubes Ltd,Active,A ,2.00,INE919P01029,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
538666,Sharda Cropchem Limited,SHARDACROP,Sharda Cropchem Ltd,Active,A ,10.00,INE221J01015,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,
538683,Nippon India Mutual Fund,SENSEXBEES,Nippon India ETF S&P BSE Sensex,Active,A ,10.00,INF204KA1UN7, ,Equity,-,-,-,-,
538835,INTELLECT DESIGN ARENA LIMITED,INTELLECT,Intellect Design Arena Ltd,Active,A ,5.00,INE306R01017,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
538962,Minda Corporation Limited,MINDACORP,Minda Corporation Ltd,Active,A ,2.00,INE842C01021,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
539031,SBI Mutual Fund,SETFBSE100,SBI Mutual Fund - SBI - ETF BSE 100,Active,A ,10.00,INF200KA1572, ,Equity,-,-,-,-,
539083,Inox Wind Limited,INOXWIND,Inox Wind Ltd,Active,A ,10.00,INE066P01011,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,
539118,VRL Logistics Limited,VRLLOG,VRL Logistics Ltd,Active,A ,10.00,INE366I01010,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,
539150,PNC Infratech Limited,PNCINFRA,PNC Infratech Ltd,Active,A ,2.00,INE195J01029,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
539254,Adani Transmission Limited,ADANITRANS,Adani Transmission Ltd,Active,A ,10.00,INE931S01010,Power - Transmission,Equity,Utilities,Power,Power,Power - Transmission,
539268,Syngene International Limited,SYNGENE,Syngene International Ltd,Active,A ,10.00,INE398R01022,Healthcare Research- Analytics & Technology,Equity,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology",
539312,UTI Mutual Fund,UTISENSETF,UTI S&P BSE SENSEX ETF,Active,A ,10.00,INF789FB1X58, ,Equity,-,-,-,-,
539336,Gujarat Gas Limited,GUJGAS,Gujarat Gas Ltd,Active,A ,2.00,INE844O01030,Gas Transmission/Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,Gas Transmission/Marketing,
539436,Coffee Day Enterprises Limited,COFFEEDAY,Coffee Day Enterprises Ltd,Active,A ,10.00,INE335K01011,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,
539437,IDFC FIRST BANK LIMITED,IDFCFIRSTB,IDFC First Bank Ltd,Active,A ,10.00,INE092T01019,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,
539448,InterGlobe Aviation Limited,INDIGO,InterGlobe Aviation Ltd,Active,A ,10.00,INE646L01027,Airline,Equity,Services,Services,Transport Services,Airline,
539450,S H Kelkar and Company Limited,SHK,S H Kelkar and Company Ltd,Active,A ,10.00,INE500L01026,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,
539487,LIC Mutual Fund,LICNETFSEN,LIC MF EXCHANGE TRADED FUND- SENSEX,Active,A ,10.00,INF767K01OT5, ,Equity,-,-,-,-,
539517,HDFC Mutual Fund,SXETF,HDFC Sensex ETF - Open Ended Traded Fund,Active,A ,250.36,INF179KC1973, ,Equity,-,-,-,-,
539523,Alkem Laboratories Limited,ALKEM,Alkem Laboratories Ltd,Active,A ,2.00,INE540L01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
539524,Dr. Lal Pathlabs Limited,LALPATHLAB,Dr. Lal PathLabs Ltd,Active,A ,10.00,INE600L01024,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,
539551,Narayana Hrudayalaya Limited,NH,Narayana Hrudayalaya Ltd,Active,A ,10.00,INE410P01011,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,
539597,Jindal Stainless (Hisar) Limited,JSLHISAR,Jindal Stainless (Hisar) Ltd,Active,A ,2.00,INE455T01018,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
539658,TeamLease Services Limited,TEAMLEASE,TeamLease Services Ltd,Active,A ,10.00,INE985S01024,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
539787,HealthCare Global Enterprises Limited,HCG,HealthCare Global Enterprises Ltd,Active,A ,10.00,INE075I01017,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,
539807,INFIBEAM AVENUES LIMITED,INFIBEAM,Infibeam Avenues Ltd,Active,A ,1.00,INE483S01020,Financial Technology (Fintech),Equity,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),
539844,Equitas Holdings Limited,EQUITAS,Equitas Holdings Ltd,Active,A ,10.00,INE988K01017,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,
539871,Thyrocare Technologies Limited,THYROCARE,Thyrocare Technologies Ltd,Active,A ,10.00,INE594H01019,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,
539874,Ujjivan Financial Services Limited,UJJIVAN,Ujjivan Financial Services Ltd,Active,A ,10.00,INE334L01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539876,Crompton Greaves Consumer Electricals Limited,CROMPTON,Crompton Greaves Consumer Electricals Ltd,Active,A ,2.00,INE299U01018,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,
539957,Mahanagar Gas Limited,MGL,Mahanagar Gas Ltd,Active,A ,10.00,INE002S01010,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier,
539978,Quess Corp Limited,QUESS,Quess Corp Ltd,Active,A ,10.00,INE615P01015,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),
540005,Larsen & Toubro Infotech Limited,LTI,Larsen & Toubro Infotech Ltd,Active,A ,1.00,INE214T01019,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
540008,Aditya Birla Sun Life Mutual Fund,BSLSENETFG,Aditya Birla Sun Life S&P BSE Sensex ETF,Active,A ,1.00,INF209KB10E8, ,Equity,-,-,-,-,
540025,Advanced Enzyme Technologies Limited,ADVENZYMES,Advanced Enzyme Technologies Ltd,Active,A ,2.00,INE837H01020,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,
540047,Dilip Buildcon Limited,DBL,Dilip Buildcon Ltd,Active,A ,10.00,INE917M01012,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
540065,RBL Bank Limited,RBLBANK,RBL Bank Ltd,Active,A ,10.00,INE976G01028,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,
540115,L&T Technology Services Limited,LTTS,L&T Technology Services Ltd,Active,A ,2.00,INE010V01017,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
540133,ICICI Prudential Life Insurance Company Limited,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Active,A ,10.00,INE726G01019,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance,
540145,Valiant Organics Limited,VALIANTORG,Valiant Organics Ltd,Active,A ,10.00,INE565V01010,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
540153,Endurance Technologies Limited,ENDURANCE,Endurance Technologies Ltd,Active,A ,10.00,INE913H01037,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
540154,IDFC Mutual Fund,IDFSENSEXE,IDFC SENSEX ETF,Active,A ,10.00,INF194KA1T91, ,Equity,-,-,-,-,
540173,PNB Housing Finance Limited,PNBHOUSING,PNB Housing Finance Ltd,Active,A ,10.00,INE572E01012,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,
540180,Varun Beverages Limited,VBL,Varun Beverages Ltd,Active,A ,10.00,INE200M01013,Other Beverages,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Other Beverages,
540203,Sheela Foam Limited,SFL,Sheela Foam Ltd,Active,A ,5.00,INE916U01025,Furniture- Home Furnishing- Flooring,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing, Flooring",
540212,TCI Express Limited,TCIEXP*,TCI Express Ltd,Active,A ,2.00,INE586V01016,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,
540222,Laurus Labs Limited,LAURUSLABS,Laurus Labs Ltd,Active,A ,2.00,INE947Q01028,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
540293,Pricol Limited,PRICOLLTD,Pricol Ltd,Active,A ,1.00,INE726V01018,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
540376,Avenue Supermarts Limited,DMART,Avenue Supermarts Ltd,Active,A ,10.00,INE192R01011,Diversified Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,
540425,Shankara Building Products Limited,SHANKARA,Shankara Building Products Ltd,Active,A ,10.00,INE274V01019,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,
540530,Housing &Urban Development Corporation Ltd.,HUDCO,Housing & Urban Development Corporation Ltd,Active,A ,10.00,INE031A01017,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution,
540544,PSP Projects Limited,PSPPROJECT,PSP Projects Ltd,Active,A ,10.00,INE488V01015,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
540575,Star Cement Limited,STARCEMENT,Star Cement Ltd,Active,A ,1.00,INE460H01021,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
540595,Tejas Networks Limited,TEJASNET,Tejas Networks Ltd,Active,A ,10.00,INE010J01012,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,
540596,Eris Lifesciences Limited,ERIS,Eris Lifesciences Ltd,Active,A ,1.00,INE406M01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
540611,AU Small Finance Bank Limited,AUBANK,AU Small Finance Bank Ltd,Active,A ,10.00,INE949L01017,Other Bank,Equity,Financial Services,Financial Services,Banks,Other Bank,
540673,SIS LIMITED,SIS,SIS Ltd,Active,A ,5.00,INE285J01028,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
540678,Cochin Shipyard Limited,COCHINSHIP,Cochin Shipyard Ltd,Active,A ,10.00,INE704P01017,Ship Building & Allied Services,Equity,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,
540691,Aditya Birla Capital Ltd,ABCAPITAL,Aditya Birla Capital Ltd,Active,A ,10.00,INE674K01013,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance,
540699,Dixon Technologies (India) Limited,DIXON,Dixon Technologies (India) Ltd,Active,A ,2.00,INE935N01020,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,
540701,Dishman Carbogen Amcis Limited,DCAL,Dishman Carbogen Amcis Ltd,Active,A ,2.00,INE385W01011,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
540704,Matrimony.com Limited,MATRIMONY,Matrimony.com Ltd,Active,A ,5.00,INE866R01028,Internet & Catalogue Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,
540716,ICICI Lombard General Insurance Company Limited ,ICICIGI,ICICI Lombard General Insurance Company Ltd,Active,A ,10.00,INE765G01017,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance,
540719,SBI Life Insurance Company Limited,SBILIFE,SBI Life Insurance Company Ltd,Active,A ,10.00,INE123W01016,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance,
540725,Share India Securities Limited,SHAREINDIA,Share India Securities Ltd,Active,A ,10.00,INE932X01018,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,
540743,Godrej Agrovet Limited,GODREJAGRO,Godrej Agrovet Ltd,Active,A ,10.00,INE850D01014,Animal Feed,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed,
540749,MAS Financial Services Limited,MASFIN,MAS Financial Services Ltd,Active,A ,10.00,INE348L01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
540750,Indian Energy Exchange Limited,IEX,Indian Energy Exchange Ltd,Active,A ,1.00,INE022Q01020,Exchange and Data Platform,Equity,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform,
540755,General Insurance Corporation of India,GICRE,General Insurance Corporation of India,Active,A ,5.00,INE481Y01014,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance,
540762,Tube Investments of India Ltd,TIINDIA,Tube Investments of India Ltd,Active,A ,1.00,INE974X01010,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
540767,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,NAM-INDIA,Nippon Life India Asset Management Ltd,Active,A ,10.00,INE298J01013,Asset Management Company,Equity,Financial Services,Financial Services,Capital Markets,Asset Management Company,
540768,Mahindra Logistics Limited,MAHLOG,Mahindra Logistics Ltd,Active,A ,10.00,INE766P01016,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,
540769,The New India Assurance Company Limited,NIACL,The New India Assurance Company Ltd,Active,A ,5.00,INE470Y01017,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance,
540777,HDFC LIFE INSURANCE COMPANY LIMITED,HDFCLIFE,HDFC Life Insurance Company Ltd,Active,A ,10.00,INE795G01014,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance,
540787,ICICI Prudential Mutual Fund,ICICIB22,BHARAT 22 ETF - ICICI Prudential AMC,Active,A ,10.00,INF109KB15Y7, ,Equity,-,-,-,-,
540900,Newgen Software Technologies Limited,NEWGEN,Newgen Software Technologies Ltd,Active,A ,10.00,INE619B01017,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
540902,Amber Enterprises India Limited,AMBER,Amber Enterprises India Ltd,Active,A ,10.00,INE371P01015,Air Conditioner,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Air Conditioner,
540935,Galaxy Surfactants Limited,GALAXYSURF,Galaxy Surfactants Ltd,Active,A ,10.00,INE600K01018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
540975,Aster DM Healthcare Limited,ASTERDM,Aster DM Healthcare Ltd,Active,A ,10.00,INE914M01019,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,
541019,H.G. Infra Engineering Limited,HGINFRA,H.G. Infra Engineering Ltd,Active,A ,10.00,INE926X01010,Engineering- Designing & Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
541143,Bharat Dynamics Limited,BDL,Bharat Dynamics Ltd,Active,A ,10.00,INE171Z01018,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,
541153,Bandhan Bank Limited,BANDHANBNK,Bandhan Bank Ltd,Active,A ,10.00,INE545U01014,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,
541154,Hindustan Aeronautics Limited,HAL,Hindustan Aeronautics Ltd,Active,A ,10.00,INE066F01012,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,
541179,ICICI Securities Limited,ISEC,ICICI Securities Ltd,Active,A ,5.00,INE763G01038,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,
541195,Mishra Dhatu Nigam Limited,MIDHANI,Mishra Dhatu Nigam Ltd,Active,A ,10.00,INE099Z01011,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,
541233,Lemon Tree Hotels Limited,LEMONTREE,Lemon Tree Hotels Ltd,Active,A ,10.00,INE970X01018,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,
541301,Orient Electric Limited,ORIENTELEC,Orient Electric Ltd,Active,A ,1.00,INE142Z01019,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,
541313,ICICI Prudential Mutual Fund,ICICI500,ICICI Prudential S&P BSE 500 ETF,Active,A ,1.00,INF109KC1V59, ,Equity,-,-,-,-,
541403,Dollar Industries Limited,DOLLAR,Dollar Industries Ltd,Active,A ,2.00,INE325C01035,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
541450,Adani Green Energy Limited,ADANIGREEN,Adani Green Energy Ltd,Active,A ,10.00,INE364U01010,Electric Utilities,Equity,Utilities,Power,Power,Electric Utilities,
541540,SOLARA ACTIVE PHARMA SCIENCES LIMITED,SOLARA,Solara Active Pharma Sciences Ltd,Active,A ,10.00,INE624Z01016,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
541556,RITES Limited,RITES,RITES Ltd,Active,A ,10.00,INE320J01015,Engineering- Designing & Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
541557,Fine Organic Industries Limited,FINEORG,Fine Organic Industries Ltd,Active,A ,5.00,INE686Y01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
541578,Varroc Engineering Limited,VARROC,Varroc Engineering Ltd,Active,A ,1.00,INE665L01035,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
541700,TCNS Clothing Co. Limited,TCNSBRANDS,TCNS Clothing Co. Ltd,Active,A ,2.00,INE778U01029,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
541729,HDFC Asset Management Company Limited,HDFCAMC,HDFC Asset Management Company Ltd,Active,A ,5.00,INE127D01025,Asset Management Company,Equity,Financial Services,Financial Services,Capital Markets,Asset Management Company,
541770,CreditAccess Grameen Ltd.,CREDITACC,CreditAccess Grameen Ltd,Active,A ,10.00,INE741K01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
541956,IRCON International Ltd,IRCON,IRCON International Ltd,Active,A ,2.00,INE962Y01021,Engineering- Designing & Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
541972,SBI Mutual Fund,SETFSN50,SBI - ETF - SENSEX NEXT 50,Active,A ,10.00,INF200KA1VQ2, ,Equity,-,-,-,-,
541988,AAVAS Financiers Limited,AAVAS,AAVAS Financiers Ltd,Active,A ,10.00,INE216P01012,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,
542011,Garden Reach Shipbuilders & Engineers Limited,GRSE,Garden Reach Shipbuilders & Engineers Ltd,Active,A ,10.00,INE382Z01011,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,
542066,ADANI TOTAL GAS LIMITED,ATGL,Adani Total Gas Ltd,Active,A ,1.00,INE399L01023,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier,
542141,Techno Electric & Engineering Company Limited,TECHNOE*,Techno Electric & Engineering Company Ltd,Active,A ,2.00,INE285K01026,Engineering- Designing & Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
542216,DALMIA BHARAT LIMITED,DALBHARAT,Dalmia Bharat Ltd,Active,A ,2.00,INE00R701025,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
542333,RPSG VENTURES LIMITED,RPSGVENT,RPSG Ventures Ltd,Active,A ,10.00,INE425Y01011,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),
542399,Chalet Hotels Limited,CHALET,Chalet Hotels Ltd,Active,A ,10.00,INE427F01016,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,
542484,Arvind Fashions Limited,ARVINDFASN,Arvind Fashions Ltd,Active,A ,4.00,INE955V01021,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,
542513,UTI Mutual Fund,UTISXN50,UTI S&P BSE Sensex Next 50 ETF,Active,A ,1.00,INF789F1AUU3, ,Equity,-,-,-,-,
542597,MSTC Limited,MSTC,MSTC Ltd,Active,A ,10.00,INE255X01014,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
542649,Rail Vikas Nigam Limited,RVNL,Rail Vikas Nigam Ltd,Active,A ,10.00,INE415G01027,Engineering- Designing & Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
542650,Metropolis Healthcare Limited,METROPOLIS,Metropolis Healthcare Ltd,Active,A ,2.00,INE112L01020,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,
542651,KPIT Technologies Ltd,KPITTECH,KPIT Technologies Ltd,Active,A ,10.00,INE04I401011,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
542652,Polycab India Limited,POLYCAB,Polycab India Ltd,Active,A ,10.00,INE455K01017,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals,
542665,Neogen Chemicals Limited,NEOGEN,Neogen Chemicals Ltd,Active,A ,10.00,INE136S01016,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
542726,IndiaMART InterMESH Limited,INDIAMART,IndiaMART InterMESH Ltd,Active,A ,10.00,INE933S01016,Internet & Catalogue Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,
542747,Nippon India Mutual Fund,SNXT50BEES,Nippon India ETF S&P BSE Sensex Next 50,Active,A ,10.00,INF204KB15D0, ,Equity,-,-,-,-,
542752,Affle (India) Limited,AFFLE,Affle (India) Ltd,Active,A ,2.00,INE00WC01027,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
542760,STERLING AND WILSON RENEWABLE ENERGY LIMITED,SWSOLAR,Sterling and Wilson Renewable Energy Ltd,Active,A ,1.00,INE00M201021,Engineering- Designing & Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
542772,IIFL Wealth Management Limited,IIFLWAM,IIFL Wealth Management Ltd,Active,A ,2.00,INE466L01020,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
542773,IIFL Securities Limited,IIFLSEC,IIFL Securities Ltd,Active,A ,2.00,INE489L01022,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,
542812,Gujarat Fluorochemicals Limited,FLUOROCHEM,Gujarat Fluorochemicals Ltd,Active,A ,1.00,INE09N301011,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
542830,Indian Railway Catering & Tourism Corporation Ltd,IRCTC,Indian Railway Catering and Tourism Corporation Ltd,Active,A ,2.00,INE335Y01020,Tour- Travel Related Services,Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services",
542857,Greenpanel Industries Limited,GREENPANEL,Greenpanel Industries Ltd,Active,A ,1.00,INE08ZM01014,Plywood Boards/ Laminates,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,
542867,CSB Bank Limited,CSBBANK,CSB Bank Ltd,Active,A ,10.00,INE679A01013,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,
542905,Hindware Home Innovation Limited,HINDWAREAP,Hindware Home Innovation Ltd,Active,A ,2.00,INE05AN01011,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,
542907,Prince Pipes and Fittings Limited,PRINCEPIPE,Prince Pipes and Fittings Ltd,Active,A ,10.00,INE689W01016,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,
542920,SUMITOMO CHEMICAL INDIA LIMITED,SUMICHEM,Sumitomo Chemical India Ltd,Active,A ,10.00,INE258G01013,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,
543064,SUVEN PHARMACEUTICALS LIMITED,SUVENPHAR,Suven Pharmaceuticals Ltd,Active,A ,1.00,INE03QK01018,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
543066,SBI CARDS AND PAYMENT SERVICES LIMITED,SBICARD,SBI Cards and Payment Services Ltd,Active,A ,10.00,INE018E01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
543187,HITACHI ENERGY INDIA LIMITED,POWERINDIA,Hitachi Energy India Ltd,Active,A ,2.00,INE07Y701011,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,
543212,Borosil Limited,BOROLTD,Borosil Ltd,Active,A ,1.00,INE02PY01013,Glass - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Glass - Consumer,
543213,ROSSARI BIOTECH LIMITED,ROSSARI,Rossari Biotech Ltd,Active,A ,2.00,INE02A801020,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
543220,Max Healthcare Institute Limited,MAXHEALTH,Max Healthcare Institute Ltd,Active,A ,10.00,INE027H01010,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,
543227,Happiest Minds Technologies Limited,HAPPSTMNDS,Happiest Minds Technologies Ltd,Active,A ,2.00,INE419U01012,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
543228,Route Mobile Limited,ROUTE,Route Mobile Ltd,Active,A ,10.00,INE450U01017,Other Telecom Services,Equity,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,
543232,Computer Age Management Services Limited,CAMS,Computer Age Management Services Ltd,Active,A ,10.00,INE596I01012,Depositories- Clearing Houses and Other Intermediaries,Equity,Financial Services,Financial Services,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",
543235,ANGEL ONE LIMITED,ANGELONE,Angel One Ltd,Active,A ,10.00,INE732I01013,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,
